Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"3247 Golden Poppy Ln Stockton, CA 95209-3788",95209,2,3,0,5,105,175000,75.01,5663,8/13/2010,3/29/2011,NONO,5/20/2011,165000,70.7243892,2333,2006
"4202 Maddie Cir Stockton, CA 95209-3806",95209,3,2,1,4,150,169900,83.61,5663,2/4/2011,4/28/2011,NONO,6/29/2011,165000,81.2007874,2032,2000
"3023 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,4,363,165000,79.9,3049,4/8/2011,6/30/2011,NONO,7/19/2011,165000,79.9031477,2065,2004
"5276 Vesta Cir Stockton, CA 95219-7246",95219,2,3,0,3,120,174900,84.74,3049,3/4/2011,6/6/2011,NONO,7/21/2011,165000,79.94186047,2064,2006
"10817 Brookfield Ave Stockton, CA 95209-4244",95209,2,2,0,4,0,171000,93.65,4792,3/21/2011,6/21/2011,NONO,7/26/2011,165000,90.36144578,1826,2004
"3010 English Oak Cir Stockton, CA 95209-3922",95209,2,2,1,3,350,165250,80.97,0,10/19/2010,10/19/2010,NONO,12/2/2010,165240,80.96031357,2041,2005
"10908 Honeysuckle Way Stockton, CA 95209-3787",95209,2,3,0,5,96,164900,77.06,3485,8/16/2011,8/27/2011,NONO,9/12/2011,165000,77.10280374,2140,2006
"10331 Lombard Ct Stockton, CA 95209-3905",95209,2,2,1,4,123,164950,103.09,5227,8/12/2011,8/17/2011,YESY,9/22/2011,165000,103.125,1600,1999
"5230 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,4,107,169900,76.46,3049,7/25/2011,9/26/2011,NONO,11/10/2011,165000,74.25742574,2222,2006
"3054 Scarlet Oak Dr Stockton, CA 95209-3918",95209,2,2,1,4,350,164900,74.95,3485,11/30/2011,12/6/2011,NONO,1/6/2012,165000,75,2200,2005
"5553 Ridgeview Cir Stockton, CA 95219-7189",95219,2,2,0,3,61,165000,89.53,6098,5/18/2011,1/3/2012,NONO,1/31/2012,165000,89.52794357,1843,2004
"10161 River Falls Cir Stockton, CA 95209-4141",95209,3,2,0,3,60,166400,120.06,5663,12/10/2010,12/28/2010,NONO,2/16/2011,166400,120.0577201,1386,1993
"3118 Calla Lily Ln Stockton, CA 95209-3779",95209,2,2,1,4,96,165000,70.72,3049,8/17/2011,10/18/2011,NONO,2/3/2012,165000,70.7243892,2333,2006
"5233 Vesta Cir Stockton, CA 95219-7246",95219,2,2,1,4,0,179950,76.61,2614,12/13/2011,12/14/2011,NONO,2/24/2012,165000,70.24265645,2349,2006
"3184 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,3,363,178900,87.65,3920,8/22/2010,11/30/2010,NONO,12/14/2010,165000,80.84272415,2041,2004
"10529 Hidden Grove Cir Stockton, CA 95209-4223",95209,2,2,0,4,0,174900,102.22,6098,1/18/2011,2/3/2011,NONO,2/11/2011,165000,96.43483343,1711,2004
"6047 Silveroak Cir #Ci Stockton, CA 95219-7186",95219,2,2,0,4,62,168000,94.81,5227,1/31/2011,3/11/2011,NONO,3/31/2011,165000,93.11512415,1772,2005
"5228 Vesta Cir Stockton, CA 95219-7246",95219,2,2,1,4,109,164000,69.82,2614,10/6/2011,6/29/2012,NONO,7/12/2012,165000,70.24265645,2349,2006
"10964 Wildberry Ln Stockton, CA 95209-3786",95209,2,2,1,4,18,169700,64.92,3049,4/5/2010,5/20/2010,NONO,6/18/2010,167500,64.07804132,2614,2006
"3157 English Oak Cir Stockton, CA 95209-3921",95209,0,2,1,3,390,174900,83.44,7405,6/19/2012,9/10/2012,NONO,10/22/2012,167500,79.91412214,2096,2004
"3462 Sitka Ct Stockton, CA 95209-3745",95209,3,2,0,3,123,165000,95.1,7405,2/7/2012,7/2/2012,NONO,7/27/2012,165000,95.10086455,1735,1996
"10257 Creek Trail Cir Stockton, CA 95209-4172",95209,3,2,0,4,0,159950,87.69,6098,12/20/2011,1/3/2012,NONO,10/30/2012,165000,90.46052632,1824,1998
"6501 Crestview Cir Stockton, CA 95219",95219,2,2,0,3,59,162000,98.36,5078,8/1/2012,10/31/2012,YESY,12/7/2012,165000,100.1821494,1647,2004
"5242 N Loki Ln Stockton, CA 95219-7245",95219,0,2,1,4,105,170000,72.37,2994,5/21/2012,6/18/2012,NONO,3/7/2013,165000,70.24265645,2349,2006
"3655 Hepburn Cir Stockton, CA 95209-3908",95209,2,2,1,3,0,160000,113.72,4792,1/15/2013,4/15/2013,YESY,5/10/2013,165000,117.2707889,1407,1999
"10607 Pleasant Valley Cir Cir Stockton, CA 95209-3721",95209,2,2,1,3,50,160000,90.75,4792,1/30/2013,4/12/2013,YESY,5/17/2013,165000,93.59047079,1763,1994
"3130 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,3,349,153102,78.43,3485,6/9/2010,9/24/2010,NONO,9/30/2010,168000,86.06557377,1952,2004
"3028 Calla Lily Ln Stockton, CA 95209-3778",95209,2,3,0,4,96,185000,83.3,3049,1/17/2012,7/15/2012,NONO,8/16/2012,165500,74.51598379,2221,2006
"10798 Fire Island Cir Stockton, CA 95209-3704",95209,2,2,0,4,300,160000,84.88,7405,3/15/2013,3/29/2013,YESY,6/25/2013,165500,87.79840849,1885,1993
"3536 Grandi Cir Stockton, CA 95209-3915",95209,2,2,0,3,123,165000,97.46,6098,5/3/2010,11/8/2010,NONO,12/23/2010,168000,99.23213231,1693,1999
"3013 Calla Lily Ln Stockton, CA 95209-3778",95209,2,3,0,5,75,175000,75.01,3146,11/8/2010,4/18/2011,NONO,5/18/2011,168000,72.01028718,2333,2006
"10258 Point Reyes Cir Stockton, CA 95209-4144",95209,2,2,1,4,0,165900,76.88,5227,8/16/2011,9/13/2011,NONO,10/14/2011,165900,76.87673772,2158,1993
"10870 Arrowood Dr Stockton, CA 95219-7202",95219,2,2,0,3,59,163400,84.23,4792,9/3/2012,12/4/2012,NONO,12/27/2012,166000,85.56701031,1940,2004
"1464 Cypress Run Dr Stockton, CA 95209-4532",95209,2,2,0,4,0,166300,85.37,8712,11/6/2012,11/7/2012,NONO,1/14/2013,166300,85.36960986,1948,2003
"3553 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,3,0,184900,98.19,3920,10/22/2008,3/28/2009,NONO,4/17/2009,166500,88.42272969,1883,1999
"10433 Lake Point Ave Stockton, CA 95219-7273",95219,2,2,1,4,109,188100,87.77,3485,5/14/2010,7/12/2010,NONO,9/17/2010,168200,78.48810079,2143,2007
"10424 Rudder Way Stockton, CA 95209-4348",95209,2,2,1,4,105,176625,68.54,5663,6/17/2010,10/27/2010,NONO,11/17/2010,168500,65.38610788,2577,2005
"3014 Sweet Lilac Way Stockton, CA 95209-3772",95209,2,3,0,5,100,165000,70.72,3049,10/28/2011,11/28/2011,NONO,3/1/2012,165000,70.7243892,2333,2006
"10311 Point Reyes Cir Stockton, CA 95209-4147",95209,2,2,0,3,0,169000,84.75,5227,3/22/2012,4/2/2012,NONO,5/25/2012,165000,82.74824473,1994,1992
"3309 English Oak Cir Stockton, CA 95209-3919",95209,2,2,1,3,350,174900,87.89,3485,4/12/2012,4/18/2012,NONO,5/25/2012,165000,82.91457286,1990,2004
"2624 Big Sur St Stockton, CA 95209-4107",95209,2,2,0,3,0,164900,99.64,5227,4/6/2012,4/27/2012,NONO,6/6/2012,165000,99.6978852,1655,1991
"3836 Des Moines Dr Stockton, CA 95209-3756",95209,2,3,0,5,125,165000,74.19,5663,2/7/2012,5/15/2012,NONO,6/15/2012,165000,74.19064748,2224,1999
"10904 Peony Place Dr Stockton, CA 95209-3783",95209,2,3,0,4,97,163000,73.39,3049,3/6/2012,6/29/2012,NONO,7/6/2012,165000,74.29085997,2221,2006
"5293 Vesta Cir Stockton, CA 95219-7246",95219,2,3,0,4,112,169900,82.32,4792,9/15/2010,12/1/2010,NONO,1/27/2011,169900,82.31589147,2064,2006
"10840 Honeysuckle Way Stockton, CA 95209-3781",95209,2,2,1,3,96,169900,79.43,3049,5/23/2011,7/12/2011,NONO,7/27/2011,169900,79.42964002,2139,2006
"10446 River Oaks Dr Stockton, CA 95209-4102",95209,2,3,0,6,0,165000,65.14,5227,7/21/2012,8/6/2012,NONO,11/15/2012,167500,66.12712199,2533,1999
"10413 Point Reyes Cir Stockton, CA 95209-4154",95209,2,2,0,3,0,169900,89.47,5227,2/9/2011,2/16/2011,NONO,3/18/2011,167900,88.41495524,1899,1994
"10312 Pebble Run Ln Stockton, CA 95209-4533",95209,0,2,0,3,0,167900,95.62,6098,3/11/2011,3/21/2011,NONO,5/10/2011,167900,95.61503417,1756,2003
"2233 Autumn Oak Pl Stockton, CA 95209-4228",95209,2,2,0,4,0,178000,97.48,5227,4/20/2009,6/2/2009,NONO,7/7/2009,168000,92.00438116,1826,2004
"5250 Loki Ln Stockton, CA 95219-7245",95219,2,3,0,4,140,172900,83.77,3920,11/6/2009,1/20/2010,NONO,3/1/2010,168000,81.39534884,2064,2006
"5311 Vesta Cir Stockton, CA 95219-7247",95219,2,2,1,3,110,155000,93.09,2614,1/25/2010,4/7/2010,YESY,5/11/2010,168000,100.9009009,1665,2006
"10928 Lands End Dr Stockton, CA 95209-4289",95209,2,2,0,4,0,179900,97.77,5227,2/22/2010,4/12/2010,NONO,4/30/2010,170000,92.39130435,1840,2006
"10138 River Falls Cir Stockton, CA 95209-4137",95209,3,2,0,3,50,168000,121.21,7841,8/25/2010,10/11/2010,YESY,10/22/2010,168000,121.2121212,1386,1994
"3096 Scarlet Oak Dr Stockton, CA 95209-3918",95209,2,2,1,4,76,170000,78.05,3920,2/9/2010,6/30/2010,NONO,7/16/2010,170000,78.05325987,2178,2005
"10955 Irish Bloom Dr Stockton, CA 95209",95209,2,3,0,5,104,170000,72.87,3049,2/3/2010,6/16/2010,NONO,7/23/2010,170000,72.86755251,2333,2007
"3523 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,4,123,169900,106.19,4356,6/3/2010,6/11/2010,NONO,8/6/2010,170000,106.25,1600,1999
"10891 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,3,0,5,105,175000,75.01,3049,4/2/2010,8/4/2010,NONO,9/15/2010,170000,72.86755251,2333,2007
"832 Geddings Way Stockton, CA 95209-4344",95209,2,2,1,4,105,174900,91.91,5227,4/1/2010,9/28/2010,NONO,12/1/2010,170000,89.33263269,1903,2005
"10820 Peony Pl Stockton, CA 95209-3776",95209,2,2,1,3,96,186256,79.84,3049,12/7/2010,1/10/2011,NONO,1/31/2011,170000,72.86755251,2333,2006
"10308 Boulder Ridge Ct Stockton, CA 95209-4535",95209,2,2,0,3,0,172000,97.95,7405,11/29/2010,1/6/2011,NONO,2/18/2011,170000,96.81093394,1756,2003
"5518 Mirror Pl Stockton, CA 95219-7130",95219,2,2,0,3,62,179000,98.03,7841,10/1/2010,3/14/2011,NONO,4/5/2011,170000,93.09967141,1826,2003
"10092 Berryessa Dr Stockton, CA 95219-7122",95219,2,2,0,4,62,180000,90.82,7841,10/1/2010,4/22/2011,NONO,4/22/2011,170000,85.77194753,1982,2003
"10756 Tovanella Way Stockton, CA 95209-4584",95209,2,2,1,3,180,170000,85.21,3485,12/15/2010,4/22/2011,YESY,5/26/2011,170000,85.21303258,1995,2007
"10153 River Falls Cir Stockton, CA 95209-4139",95209,3,2,0,3,50,162750,117.51,5663,9/2/2010,10/6/2010,NONO,11/5/2010,168000,121.299639,1385,1994
"10546 Clarks Fork Cir Stockton, CA 95219-7181",95219,3,2,0,4,66,178000,90.54,7841,8/19/2011,10/3/2011,YESY,12/14/2011,168000,85.45269583,1966,2004
"10934 Cliffside Dr Stockton, CA 95209-4296",95209,2,2,0,4,0,175000,80.16,6098,11/10/2010,8/8/2011,NONO,8/12/2011,170000,77.87448465,2183,2006
"5319 Vesta Cir Stockton, CA 95219-7247",95219,0,2,1,4,109,168000,71.52,3049,1/31/2012,2/22/2012,NONO,4/7/2012,168000,71.51979566,2349,2006
"3030 Joshua Tree Cir Stockton, CA 95209-3800",95209,2,2,0,3,123,152900,99.67,5663,5/14/2012,5/28/2012,NONO,6/20/2012,168000,109.517601,1534,1997
"3153 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,4,350,194000,87.03,6098,12/28/2012,1/4/2013,YESY,4/23/2013,168000,75.37012113,2229,2004
"3261 English Oak Cir Stockton, CA 95209-3920",95209,2,2,1,3,360,168900,105.1,3485,10/5/2012,10/10/2012,NONO,11/9/2012,168900,105.1026758,1607,2004
"3237 English Oak Cir Stockton, CA 95209-3920",95209,2,2,1,4,90,169900,82.48,3485,10/7/2008,3/30/2009,NONO,4/29/2009,166800,80.97087379,2060,2004
"2111 Saddlebrook St Stockton, CA 95209-4246",95209,2,2,0,3,0,167000,100.18,5663,2/21/2011,9/1/2011,NONO,9/9/2011,167000,100.179964,1667,2005
"1131 Green Ridge Dr Stockton, CA 95209-4539",95209,2,3,0,4,0,172000,78.5,6970,8/27/2011,3/21/2012,NONO,3/26/2012,169000,77.13372889,2191,2004
"3019 Golden Poppy Ln Stockton, CA 95209-3784",95209,2,3,0,5,105,172799,74.07,3049,7/6/2011,8/25/2011,NONO,11/1/2011,167000,71.58165452,2333,2006
"3571 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,1,4,125,174900,109.31,3920,8/17/2012,8/31/2012,NONO,10/16/2012,167000,104.375,1600,1999
"10833 Peony Place Dr Stockton, CA 95209-3776",95209,2,3,0,4,96,164990,74.29,3485,5/4/2012,5/10/2012,NONO,6/6/2012,167100,75.23638001,2221,2006
"10906 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,4,96,169900,81.37,2178,1/29/2009,3/24/2009,NONO,5/15/2009,170000,81.41762452,2088,2006
"3209 English Oak Cir Stockton, CA 95209-3920",95209,2,2,1,3,0,175000,88.79,3485,2/12/2009,5/19/2009,NONO,5/20/2009,170000,86.2506342,1971,2004
"4030 Black Butte Cir Stockton, CA 95209-3501",95209,2,2,0,3,120,149490,97.77,9148,5/29/2009,6/12/2009,NONO,7/17/2009,170000,111.1837802,1529,2000
"4182 Black Butte Cir Stockton, CA 95209-3502",95209,2,2,0,3,120,143550,93.15,8712,7/1/2009,7/16/2009,NONO,9/3/2009,170000,110.3179753,1541,2000
"5216 Vesta Cir Stockton, CA 95219-7246",95219,2,2,1,4,110,171200,77.05,2614,1/1/2010,1/25/2010,NONO,3/13/2010,170000,76.50765077,2222,2006
"10930 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,2,1,5,92,171900,80.33,2178,12/1/2010,1/24/2011,NONO,3/31/2011,171000,79.90654206,2140,2006
"877 Shull Pl Stockton, CA 95209-4302",95209,0,3,1,3,0,199950,79.16,14810,9/21/2010,10/31/2011,NONO,10/31/2011,171000,67.695962,2526,1976
"1449 Green Ridge Dr Stockton, CA 95209-4536",95209,2,2,0,3,0,179500,102.22,4792,1/11/2010,4/21/2010,NONO,5/21/2010,170000,96.81093394,1756,2003
"10871 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,2,1,3,96,169900,79.43,3049,3/22/2011,5/20/2011,NONO,6/24/2011,170000,79.47639084,2139,2007
"3105 Sweet Lilac Way Stockton, CA 95209-3773",95209,2,2,1,4,96,172000,65.8,3049,3/18/2011,8/1/2011,NONO,8/2/2011,170000,65.03442999,2614,2006
"5328 Asbury Way Stockton, CA 95219-7162",95219,2,2,0,3,61,169900,90.04,6534,5/23/2011,8/2/2011,NONO,9/12/2011,170000,90.09009009,1887,2004
"10087 Liotard Dr Stockton, CA 95209-4518",95209,3,2,0,4,17,145000,80.78,6970,4/27/2010,7/20/2010,NONO,7/30/2010,172000,95.82172702,1795,2003
"5274 Loki Ln Stockton, CA 95219-7245",95219,2,3,0,4,112,175000,84.05,3920,10/11/2010,1/25/2011,NONO,2/28/2011,172000,82.61287224,2082,2006
"10991 Iris Bloom Dr Stockton, CA 95209-3790",95209,2,3,0,4,96,169900,76.5,4356,7/8/2011,7/12/2011,NONO,9/22/2011,170000,76.54209815,2221,2006
"3435 Banyon Dr Stockton, CA 95209-3737",95209,2,2,0,3,0,169500,101.8,6098,8/29/2011,8/30/2011,NONO,10/13/2011,170000,102.1021021,1665,1994
"2517 Breaker Way Stockton, CA 95209-4298",95209,2,2,0,4,0,169900,77.83,5227,6/5/2011,11/5/2011,NONO,12/9/2011,170000,77.87448465,2183,2006
"10631 Pleasant Valley Cir Stockton, CA 95209-3721",95209,0,2,1,4,98,170000,86.08,6970,10/19/2011,3/23/2012,NONO,4/6/2012,170000,86.07594937,1975,1995
"10310 Lombard Ct Stockton, CA 95209-3905",95209,2,2,1,4,123,169900,106.19,3920,12/21/2009,2/3/2010,YESY,3/15/2010,169000,105.625,1600,1999
"3503 Ignacio Cir Stockton, CA 95209-3900",95209,2,2,0,3,244,168900,119.79,5227,3/16/2012,5/26/2012,NONO,6/29/2012,169000,119.858156,1410,1999
"3095 Scarlet Oak Dr Stockton, CA 95209-3918",95209,2,2,1,4,100,174950,84.72,3920,5/2/2012,5/25/2012,NONO,7/30/2012,169000,81.8401937,2065,2005
"3667 Ignacio Cir Stockton, CA 95209-3900",95209,2,2,0,3,239,169900,126.32,4356,11/10/2009,11/20/2009,YESY,12/16/2009,169900,126.3197026,1345,1999
"3789 S Hepburn Cir Stockton, CA 95209-3909",95209,2,2,0,3,150,174900,123,5663,9/16/2008,10/17/2008,NONO,11/26/2008,170000,119.5499297,1422,2000
"5222 Loki Ln Stockton, CA 95219-7245",95219,1,2,1,3,101,169000,83.29,3920,8/29/2010,12/28/2010,NONO,12/31/2010,173000,85.26367669,2029,2006
"10092 River Falls Cir Stockton, CA 95209-4130",95209,2,2,0,3,35,155800,99.62,6098,10/16/2012,11/13/2012,NONO,12/20/2012,170000,108.6956522,1564,1992
"10834 Pleasant Valley Cir Stockton, CA 95209-3722",95209,2,2,1,3,0,175000,99.26,4792,7/8/2011,10/14/2011,NONO,10/26/2011,173000,98.12819058,1763,1994
"10102 River Park Cir Stockton, CA 95209-4182",95209,3,3,0,4,1200,172100,67.94,6098,4/11/2011,7/18/2011,NONO,8/30/2011,170199,67.19265693,2533,1999
"3121 Sweet Lilac Way Stockton, CA 95209-3773",95209,2,2,1,3,96,170900,79.9,3049,8/11/2010,11/3/2010,NONO,12/20/2010,170900,79.8971482,2139,2006
"5265 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,110,159900,96.04,2178,2/17/2009,3/7/2009,YESY,5/12/2009,171000,102.7027027,1665,2006
"10438 Tyke Dr Stockton, CA 95209-4599",95209,2,2,0,3,0,196900,119.62,5227,8/14/2011,11/18/2011,NONO,12/14/2011,171000,103.8882139,1646,2007
"10795 Fire Island Cir Stockton, CA 95209-3706",95209,3,2,0,4,123,175900,93.32,6970,11/12/2010,12/10/2010,NONO,2/7/2011,174000,92.30769231,1885,1993
"10323 Point Reyes Cir Stockton, CA 95209-4149",95209,2,3,0,5,0,189900,74.97,5227,6/14/2012,6/28/2012,NONO,7/20/2012,171000,67.50888275,2533,1998
"5951 Silveroak Cir #Ci Stockton, CA 95219-7187",95219,2,3,0,3,65,199900,92.59,5227,11/30/2010,2/1/2011,NONO,3/21/2011,174300,80.73182029,2159,2004
"10090 River Falls Cir Stockton, CA 95209-4130",95209,3,2,0,3,35,171000,123.38,6098,10/30/2012,1/25/2013,NONO,3/28/2013,171000,123.3766234,1386,1992
"5237 Vesta Cir Stockton, CA 95219-7246",95219,2,2,1,3,112,167900,82.75,3920,6/21/2010,7/16/2010,NONO,8/24/2010,174500,86.00295712,2029,2006
"5316 Vesta Cir Stockton, CA 95219-7247",95219,2,2,1,4,0,149950,90.06,2178,6/23/2009,11/16/2009,NONO,1/15/2010,171500,103.003003,1665,2006
"10844 Winward Ave Stockton, CA 95209-4262",95209,2,2,0,4,0,180000,97.83,6534,6/25/2012,6/25/2012,NONO,7/15/2012,174500,94.83695652,1840,2006
"10301 Nations Cir Stockton, CA 95209-4551",95209,2,2,0,4,0,174900,99.71,5663,11/29/2010,1/13/2011,NONO,2/25/2011,174900,99.71493729,1754,2004
"10571-10571 Dnieper Ln Stockton, CA 95219-7179",95219,2,2,0,4,65,180000,91.56,6098,2/23/2011,2/23/2011,NONO,3/22/2011,172000,87.48728383,1966,2004
"10431 Golf Greens Ln, Stockton, CA 95209-4547",95209,2,3,0,4,0,175000,79.87,6534,7/29/2011,9/9/2011,NONO,11/18/2011,172000,78.50296668,2191,2004
"5238 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,101,168000,100.9,2178,10/25/2008,12/9/2008,NONO,1/2/2009,175000,105.1051051,1665,2006
"9978 River View Cir Stockton, CA 95209-4164",95209,3,2,0,3,260,169000,84.46,6098,8/23/2011,12/7/2011,NONO,12/9/2011,172000,85.95702149,2001,1995
"10911 Peony Place Dr Stockton, CA 95209-3783",95209,2,3,0,4,100,179900,81,3049,8/12/2008,4/16/2009,NONO,5/22/2009,175000,78.79333633,2221,2006
"3011 Golden Poppy Ln Stockton, CA 95209-3784",95209,2,2,1,4,91,179900,88.14,3049,12/3/2008,4/8/2009,NONO,5/22/2009,175000,85.74228319,2041,2006
"10337 Lanier Ln Stockton, CA 95219-7116",95219,2,2,0,3,62,175000,94.95,6534,4/29/2011,5/19/2011,NONO,7/13/2011,172380,93.53228432,1843,2003
"10216 Rubicon Ave Stockton, CA 95219-7111",95219,2,2,0,3,62,169900,104.3,6098,9/15/2011,12/1/2011,NONO,1/13/2012,170000,104.3585021,1629,2003
"10272 River Park Cir Stockton, CA 95209-4183",95209,2,2,1,3,80,165000,82.38,5663,11/11/2011,11/15/2011,YESY,1/27/2012,170000,84.87269096,2003,1999
"10780 Sea Bright Ln Stockton, CA 95209-4279",95209,2,2,0,4,0,179950,82.43,6534,8/30/2011,3/16/2012,NONO,4/19/2012,170000,77.87448465,2183,2006
"10859 Dutch Tulip Dr Stockton, CA 95209-3775",95209,2,2,1,3,200,166900,90.27,2178,5/12/2009,6/24/2009,NONO,7/25/2009,173000,93.5640887,1849,2006
"9926 River View Cir Stockton, CA 95209-4169",95209,3,2,0,3,72,165000,97.98,6098,4/29/2012,4/30/2012,NONO,6/7/2012,170000,100.9501188,1684,1995
"2313 Lonnie Beck Way Stockton, CA 95209-4192",95209,2,2,0,3,0,170000,99.36,5227,1/12/2012,5/21/2012,NONO,7/12/2012,170000,99.35710111,1711,2003
"10628 Siskiyou Ln Stockton, CA 95209-3812",95209,2,2,1,4,385,179900,99.56,3049,6/1/2010,8/23/2010,NONO,8/27/2010,175000,96.84560044,1807,2007
"10034 Noyo Ln Stockton, CA 95219-7136",95219,3,2,0,4,59,169000,92.55,6970,9/20/2011,6/5/2012,NONO,7/20/2012,170000,93.09967141,1826,2003
"3206 Ivy Rose Way Stockton, CA 95209-3774",95209,2,3,0,3,96,180900,81.45,3920,9/11/2010,11/22/2010,NONO,12/23/2010,175000,78.79333633,2221,2007
"2540 Breaker Way Stockton, CA 95209-4298",95209,2,2,0,4,0,164900,89.62,5227,8/31/2010,11/26/2010,NONO,1/7/2011,175000,95.10869565,1840,2006
"3077 Scarlet Oak Dr Stockton, CA 95209-3918",95209,2,2,1,3,350,174700,88.64,3485,12/3/2010,12/17/2010,NONO,1/20/2011,175000,88.78741755,1971,2005
"10329 Mono Ct, Stockton, CA 95219-7118",95219,2,3,0,4,60,179000,76.37,6098,9/3/2010,12/3/2010,NONO,1/28/2011,175000,74.65870307,2344,2003
"3986-3986 Black Butte Cir Stockton, CA 95209-3500",95209,2,2,1,4,160,169900,74.65,6098,11/10/2011,1/30/2012,YESY,3/7/2012,173000,76.01054482,2276,2000
"10419 Dnieper Ln Stockton, CA 95219-7180",95219,2,2,0,4,65,174900,88.87,6098,1/10/2012,3/8/2012,NONO,4/19/2012,173000,87.90650407,1968,2003
"10734 Lands End Dr Stockton, CA 95209-4283",95209,2,2,0,4,0,172000,78.79,6534,6/11/2012,6/25/2012,NONO,7/11/2012,173000,79.24874027,2183,2007
"3462 Hepburn Cir Stockton, CA 95209-3912",95209,2,2,1,4,190,186900,99.26,4356,11/3/2010,2/9/2011,YESY,3/29/2011,175000,92.93680297,1883,2000
"3941 Vancouver Cir Stockton, CA 95209-3735",95209,3,2,0,4,123,199900,123.78,6098,12/14/2010,2/17/2011,NONO,4/7/2011,175000,108.3591331,1615,1995
"10878 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,2,1,3,200,165900,89.72,2178,8/12/2009,9/14/2009,NONO,11/19/2009,174000,94.10492158,1849,2006
"10485 Big Oak Cir Stockton, CA 95209-4559",95209,2,2,0,3,0,175000,99.77,6098,11/19/2010,3/10/2011,NONO,4/15/2011,175000,99.77194983,1754,2004
"10124 Rudder Way Stockton, CA 95209-4345",95209,2,3,0,4,105,174000,95.6,6098,2/11/2011,1/13/2012,NONO,1/27/2012,174000,95.6043956,1820,2005
"10879 Iris Bloom Dr Stockton, CA 95209-3789",95209,2,2,1,3,96,174400,85.45,3049,5/9/2011,7/2/2011,NONO,8/9/2011,174400,85.44830965,2041,2007
"2533 Lonnie Beck Way Stockton, CA 95209-4191",95209,3,2,0,3,0,169000,98.77,5663,7/21/2010,2/14/2011,YESY,2/25/2011,174500,101.987142,1711,2002
"119 Belluno Dr Stockton, CA 95209-4597",95209,2,2,1,3,189,174900,87.67,3049,12/19/2011,1/24/2012,NONO,3/8/2012,174900,87.66917293,1995,2007
"3697 Hepburn Cir, Stockton, CA 95209-3909",95209,2,2,1,3,150,180500,138.85,4356,9/23/2008,10/28/2008,NONO,11/18/2008,175000,134.6153846,1300,1998
"9993 River View Cir Stockton, CA 95209-4162",95209,2,2,0,3,0,174900,119.39,5663,12/1/2008,12/19/2008,NONO,1/29/2009,175000,119.4539249,1465,1995
"3101 English Oak Cir Stockton, CA 95209-3921",95209,2,2,1,4,155,179900,87.54,3485,3/15/2009,5/1/2009,NONO,6/30/2009,175000,85.15815085,2055,2004
"3002 Sweet Lilac Way, Stockton, CA 95209-3772",95209,2,3,0,4,100,179000,80.59,3920,5/17/2009,6/14/2009,NONO,7/29/2009,175000,78.79333633,2221,2006
"3517 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,0,3,300,173950,160.32,4792,9/2/2009,9/9/2009,NONO,12/7/2009,175000,161.2903226,1085,1999
"10929 Peony Place Dr Stockton, CA 95209-3783",95209,2,3,0,4,0,170000,76.54,3049,10/29/2008,7/31/2009,NONO,12/9/2009,175000,78.79333633,2221,2006
"5270 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,112,177500,87.48,3920,9/2/2010,9/22/2010,NONO,11/5/2010,172500,85.01724988,2029,2006
"10678 Willow Glen Cir Stockton, CA 95209-4195",95209,3,2,1,4,0,190000,70.42,9583,1/18/2012,2/22/2012,YESY,4/20/2012,175000,64.86286138,2698,2003
"2345 New Brighton Ln Stockton, CA 95209-4290",95209,2,2,0,3,0,175000,95.11,5227,4/26/2011,7/26/2011,NONO,9/9/2011,172500,93.75,1840,2006
"1944 Autumn Oak Pl Stockton, CA 95209-4231",95209,2,2,0,3,0,169000,101.38,5663,10/28/2009,3/31/2010,NONO,4/6/2010,175000,104.9790042,1667,2004
"3019 Sweet Lilac Way Stockton, CA 95209-3772",95209,2,2,1,4,110,177500,83.18,3049,3/27/2010,4/12/2010,NONO,5/7/2010,175000,82.00562324,2134,2006
"2619 New Brighton Ln Stockton, CA 95209-4293",95209,2,2,0,4,0,199900,108.64,5227,8/31/2009,9/18/2009,NONO,10/30/2009,173000,94.02173913,1840,2006
