Address,Listing Price,Predicted Selling Price
"1771 Matterhorn St, Manteca, CA 95337-6686",429900,426486
"23358 Cypress Point Dr, Ripon, CA 95366-2204",519900,512332
"271 Garry Oak Pl, Lathrop, CA 95330",365000,367287
"219 E Hazelton Ave, Stockton, CA 95203-3419",135000,138958
"523 Millpond Ave, Lathrop, CA 95330-8881",459900,457933
"2835 Hawkins Ct, Tracy, CA 95377-2207",449950,451956
"423 Wawona St, Manteca, CA 95337",369999,372475
"805 Applegate Ct, Tracy, CA 95376-2470",339000,335426
"2939 Stanfield Dr, Stockton, CA 95209-1629",259950,260429
"219 N Walnut Ave, Ripon, CA 95366-2437",249950,250806
"1246 Douglas Rd, Stockton, CA 95207-3615",233000,230098
"15946 Julie Ln, Lathrop, CA 95330",309950,311879
"19310 Wilderness Way, Woodbridge, CA 95258-9747",504900,496431
"2534 Remy Javier Ct, Tracy, CA 95377-7991",519995,521742
"3478 Cathedral Cir, Stockton, CA 95212-3208",374900,373194
"470 Krider Ct, Tracy, CA 95376",355000,355554
"1711 Bonaire Cir, Stockton, CA 95210-5680",275000,275124
"111 S Filbert St, Stockton, CA 95205",170000,170672
"1828 Venetian Dr, Stockton, CA 95207-5448",299000,300430
"612 Queensland Cir, Stockton, CA 95206",315000,310446
"1681 Pyrenees Ave #86, Stockton, CA 95210-5211",95000,93537
"2607 Belvedere Ave, Stockton, CA 95205",200000,303481
"1738 S Lincoln St, Stockton, CA 95206-1948",159900,157342
"2601 Belvedere Ave, Stockton, CA 95205-3207",180000,177484
"460 Glenbriar Cir, Tracy, CA 95377-7056",445000,443569
"2363 Hyde Park Cir, Lodi, CA 95242-3249",375000,369368
"1612 Calhoun Way, Stockton, CA 95207-3532",230000,232640
"428 Woodstock, Stockton, CA 95207",225000,228131
"3757 Delano Ave, Stockton, CA 95204-1462",259950,262999
"1828 Almondwood Pl, Lodi, CA 95240",244000,246067
"1619 E Walnut, Stockton, CA 95205-3435",195000,192292
"674 Simeon, Ripon, CA 95366",620000,615563
"1274 Augusta Pointe Ct, Ripon, CA 95366-9388",629900,624707
"2229 Christina Ave, Stockton, CA 95204",275000,272495
"5542 Vintage Cir, Stockton, CA 95219-2510",302100,304667
"114 E 21st St, Tracy, CA 95376-2733",289000,293456
"34678 Brichetto Ct, Tracy, CA 95377-9357",810000,818056
"2716 Princeton, Stockton, CA 95204-2641",189999,191433
"941 N Campania Ct, Mountain House, CA 95391-1263",659888,663565
"750 Shadowbrook Ln, Manteca, CA 95336-8661",549990,548389
"1564 Deerpark Dr, Manteca, CA 95336-8665",579990,579058
"738 Shadowbrook Ln, Manteca, CA 95336-8661",629990,631053
"531 E 5th St, Stockton, CA 95206-2704",79900,78807
"1071 Lindo Ct, Manteca, CA 95337-8766",465000,462464
"206 Charles St, Lodi, CA 95240",209000,210732
"1141 S Van Buren St, Stockton, CA 95206-1266",150000,150971
"1254 Awahnee Ct, Tracy, CA 95304-5976",545713,533651
"1726 Barbera Ct, Escalon, CA 95320-1580",318000,319806
"1787 Del Rio Dr, Stockton, CA 95204-1715",175000,179882
"1840 E Anita, Stockton, CA 95205",119999,120139
"45 E Monterey Ave, Stockton, CA 95204-3728",335000,329231
"954 Parkside Ave, Manteca, CA 95336-3418",316900,310812
"18726 Seidner Ave, Escalon, CA 95320",395000,396866
"8300 E Peltier Rd, Acampo, CA 95220",1049000,947696
"6925 Annapolis Quay Cir, Stockton, CA 95219-3110",219900,222335
"2703 Hedo Pl, Stockton, CA 95212-2873",355000,348452
"1438 Quincy Ave, Manteca, CA 95336-6438",280000,287939
"1457 Quincy, Manteca, CA 95336",343000,339955
"229 Arcadia Pl, Lodi, CA 95240-8891",380000,378681
"668 W Rico Way, Mountain House, CA 95391-3014",574950,575627
"10707 E Peltier Rd, Acampo, CA 95220-9171",1449000,1243944
"1210 Willow Ct, Ripon, CA 95366-9406",549995,539051
"11800 N Highway 88, Lodi, CA 95240",399000,398408
"1810 Roselawn Ave, Stockton, CA 95204",189000,190700
"3804 Steve Lillie Cir, Stockton, CA 95206-5136",290000,288380
"1430 Chester Dr, Tracy, CA 95376-3347",315000,319028
"4020 Comstock Pl, Tracy, CA 95377",629900,631107
"2286 Memory Ln, Tracy, CA 95376",579900,577801
"8902 S Priest Rd, French Camp, CA 95231-9706",314900,309088
"2068 Fairway Oaks Dr, Ripon, CA 95366-9361",865000,845816
"930 York St, Lodi, CA 95240-5103",299999,297979
"218 N Locust Ave, Ripon, CA 95366",295000,294971
"5065 Pier Dr, Stockton, CA 95206-6159",299000,304321
"4332 Pacific Ave #77, Stockton, CA 95207-7641",70000,70234
"2401 Eilers Ln #208, Lodi, CA 95242",209900,211777
"30000 Garden Rd, Manteca, CA 95337",1280000,1160895
"941 Windsong Dr, Tracy, CA 95377-8710",469900,474549
"3028 Volpi Dr, Stockton, CA 95206",209950,210012
"2209 Nightingale Ave, Stockton, CA 95205-7768",165000,165618
"355 S Dawes Ave, Stockton, CA 95215",219950,215952
"903 Shadow Creek Dr, Stockton, CA 95209-1451",329950,337119
"737 Blausanne Ln, Manteca, CA 95337-6654",455000,458605
"30000 Kasson Rd #244, Tracy, CA 95304",90000,109021
"1780 Birchwood Ln, Tracy, CA 95376-5203",469900,474059
"1151 Sherrie Ct, Lathrop, CA 95330-9337",270000,275353
"1617 Hunter, Stockton, CA 95206",155000,154302
"8229 Bluefield, Stockton, CA 95210-2005",259000,261878
"1437 S School St, Lodi, CA 95240-6218",145000,145932
"17190 Iron Horse Trail, Lathrop, CA 95330",459900,460406
"25656 Elm St, Farmington, CA 95230-9547",270000,269670
"662 OTIS DR, Ripon, CA 953",499999,483046
"3400-3439 Morningside Dr, Stockton, CA 95219",579000,569689
"765 Boulder Ave, Lathrop, CA 95330-9207",379900,386118
"3222 Volney St, Stockton, CA 95206-3825",199900,207098
"527 Rimby Ave, Lodi, CA 95240-6011",229000,225137
"842 Edythe, Manteca, CA 95337",251800,249695
"10225 River Oaks Dr, Stockton, CA 95209-4156",359900,358409
"1907 FARLEY Dr, Stockton, CA 95210-5655",245000,246195
"210 E Barrymore St, Stockton, CA 95204-3208",245000,246298
"792 De Pedrini Dr, Ripon, CA 95366-2580",629900,628385
"4735 Edgebrook Ave, Stockton, CA 95206",320000,315576
"9016 Warm Spring Cir, Stockton, CA 95210",219999,223605
"8075 Saratoga Way, Stockton, CA 95209-2729",274900,273817
"3705 Five Mile Dr, Stockton, CA 95219-3127",319500,320348
"320 Cherry Ln, Manteca, CA 95337-4371",265000,266653
"16231 5th St, Lathrop, CA 95330-9333",299000,299484
"2250 Scarborough #12, Lodi, CA 95240",185000,185494
"612 Loretta Ct, Stockton, CA 95207",205000,201794
"2020 N Funston Ave, Stockton, CA 95205",165000,163996
"523 S Grant St, Stockton, CA 95203-3708",189000,187615
"426 Westwood, Lodi, CA 95240",239900,234298
"3232 Forest Dr, Stockton, CA 95205-5702",199000,199018
"427 Helen Dr, Ripon, CA 95366-3371",329000,326339
